Launch_status,Title,Country,Prog_name,Launch_datetime,Launcher_name,Status,Price(million),Liftoff_Thrust(kN),Payload_to_LEO(kg),Payload_to_GTO(kg),Rocket_Height(m),Fairing_Diameter(m),Fairing_Height(m),Cross_Join
Success,Delta2313|Sirio-1, USA,NA,8/25/77 23:49,US Air Force,Retired,0,NA,NA,NA,NA,NA,NA,1
Success,Cosmos-3M|Cosmos939to946, Russia,Cosmos 939 to 946,8/24/77 18:20,RVSN USSR,Retired,0,"1,486","1,500",0,32.42,2.44,5.72,1
Success,SoyuzU|Cosmos938, Russia,Cosmos 938,8/24/77 14:29,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,Tsyklon-2|Cosmos937, Kazakhstan,Cosmos 937,8/24/77 7:07,RVSN USSR,Retired,0,"2,650","2,850",0,39.65,3,10.7,1
Success,TitanIIIE|Voyager2, USA,Voyager 2,8/20/77 14:29,Martin Marietta,Retired,0,"12,769","15,400",NA,48.8,NA,NA,1
Success,Atlas-SLV3DCentaur-D1AR|HEAO-1, USA,HEAO-1,8/12/77 6:29,General Dynamics,Retired,0,NA,NA,NA,NA,NA,NA,1
Failure,SoyuzU|Zenit-4MKMn°399, Kazakhstan,Zenit-4MKM n°399,8/10/77 10:40,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Failure,Proton-K|TKSVA009A&009P, Kazakhstan,TKS VA 009A & 009P,8/4/77 22:00,RVSN USSR,Retired,0,"9,469","20,100",0,56.14,4.15,16.12,1
Success,SoyuzU|Cosmos936, Russia,Cosmos 936,8/3/77 14:01,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,SoyuzU|Cosmos935, Russia,Cosmos 935,7/29/77 8:00,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,SoyuzU|Cosmos934, Russia,Cosmos 934,7/27/77 18:07,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,Proton-K/Block-DM|Raduga3, Kazakhstan,Raduga 3,7/23/77 21:15,RVSN USSR,Retired,0,"9,195","19,000","2,200",56.14,3.9,8.9,1
Success,Cosmos-3M|Cosmos933, Russia,Cosmos 933,7/22/77 10:00,RVSN USSR,Retired,0,"1,486","1,500",0,32.42,2.44,5.72,1
Success,SoyuzU|Cosmos932, Kazakhstan,Cosmos 932,7/20/77 7:35,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,Molniya-M/Block2BL|Cosmos931, Russia,Cosmos 931,7/20/77 4:44,RVSN USSR,Retired,0,"4,391","6,200","2,400",44.23,2.58,7.81,1
Success,Cosmos-3M|Cosmos930, Russia,Cosmos 930,7/19/77 8:40,RVSN USSR,Retired,0,"1,486","1,500",0,32.42,2.44,5.72,1
Success,Proton-K|Cosmos929, Kazakhstan,Cosmos 929,7/17/77 9:00,RVSN USSR,Retired,0,"9,469","20,100",0,56.14,4.15,16.12,1
Success,Delta2914|GMS-1, USA,NA,7/14/77 10:39,US Air Force,Retired,0,NA,NA,724,NA,NA,NA,1
Success,Cosmos-3M|Cosmos928, Russia,Cosmos 928,7/13/77 5:02,RVSN USSR,Retired,0,"1,486","1,500",0,32.42,2.44,5.72,1
Success,SoyuzU|Cosmos927, Russia,Cosmos 927,7/12/77 9:00,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,Cosmos-3M|Cosmos926, Russia,Cosmos 926,7/8/77 17:30,RVSN USSR,Retired,0,"1,486","1,500",0,32.42,2.44,5.72,1
Success,Vostok-2M|Cosmos925, Russia,Cosmos 925,7/7/77 7:25,RVSN USSR,Retired,0,"4,570","5,100",0,38.76,2.58,7.14,1
Success,Cosmos-3M|Cosmos924, Russia,Cosmos 924,7/4/77 22:20,RVSN USSR,Retired,0,"1,486","1,500",0,32.42,2.44,5.72,1
Success,Cosmos-3M|Cosmos923, Russia,Cosmos 923,7/1/77 11:52,RVSN USSR,Retired,0,"1,486","1,500",0,32.42,2.44,5.72,1
Success,SoyuzU|Cosmos922, Russia,Cosmos 922,6/30/77 14:00,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,Vostok-2M|Meteor-Prirodan°2, Kazakhstan,Meteor-Priroda n°2,6/29/77 18:34,RVSN USSR,Retired,0,"4,570","5,100",0,38.76,2.58,7.14,1
Success,TitanIIID|KH9-13, USA,KH9-13,6/27/77 18:30,Martin Marietta,Retired,0,"10,587","12,300",NA,36,NA,NA,1
Success,Tsyklon-3|Cosmos921, Russia,Cosmos 921,6/24/77 10:30,RVSN USSR,Retired,0,"3,032","4,100",0,39.27,2.7,9.54,1
Success,Molniya-M/BlockML|Molniya-1n°69, Kazakhstan,Molniya-1 n°69,6/24/77 5:41,RVSN USSR,Retired,0,"4,391","6,200","2,400",42.8,2.58,8.28,1
Success,Atlas-E/FSGS-1|NTS-2, USA,NTS-2,6/23/77 8:17,General Dynamics,Retired,0,NA,NA,NA,NA,NA,NA,1
Success,SoyuzU|Cosmos920, Kazakhstan,Cosmos 920,6/22/77 8:00,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,Cosmos-2(63SM)|Cosmos919, Russia,Cosmos 919,6/18/77 10:30,RVSN USSR,Retired,0,636,400,0,29.59,1.65,2.99,1
Success,Tsyklon-2|Cosmos918, Kazakhstan,Cosmos 918,6/17/77 7:23,RVSN USSR,Retired,0,"2,650","2,850",0,39.65,3,10.7,1
Success,Cosmos-3M|Signe3, Russia,Signe 3,6/17/77 3:30,RVSN USSR,Retired,0,"1,486","1,500",0,32.42,2.44,5.72,1
Success,Delta2914|GOES-B, USA,NA,6/16/77 10:51,US Air Force,Retired,0,NA,NA,724,NA,NA,NA,1
Success,Molniya-M/Block2BL|Cosmos917, Russia,Cosmos 917,6/16/77 1:58,RVSN USSR,Retired,0,"4,391","6,200","2,400",44.23,2.58,7.81,1
Success,SoyuzU|Cosmos916, Russia,Cosmos 916,6/10/77 8:00,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,SoyuzU|Cosmos915, Russia,Cosmos 915,6/8/77 14:00,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,Thor-LV2FStar-ISS|DMSP-5D-F2, USA,NA,6/5/77 2:59,US Air Force,Retired,0,NA,NA,NA,NA,NA,NA,1
Success,SoyuzU|Cosmos914, Kazakhstan,Cosmos 914,5/31/77 7:30,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,Cosmos-3M|Cosmos913, Russia,Cosmos 913,5/30/77 22:30,RVSN USSR,Retired,0,"1,486","1,500",0,32.42,2.44,5.72,1
Success,Atlas-SLV3DCentaur-D1AR|Intelsat4AF4, USA,Intelsat 4A F4,5/26/77 21:47,General Dynamics,Retired,0,NA,NA,NA,NA,NA,NA,1
Success,SoyuzU|Cosmos912, Russia,Cosmos 912,5/26/77 7:00,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,Cosmos-3M|Cosmos911, Russia,Cosmos 911,5/25/77 11:00,RVSN USSR,Retired,0,"1,486","1,500",0,32.42,2.44,5.72,1
Success,Atlas-SLV3AAgena-D|AFP-827(Canyon-7), USA,AFP-827 (Canyon-7),5/23/77 18:13,General Dynamics,Retired,0,NA,NA,NA,NA,NA,NA,1
Failure,Tsyklon-2|Cosmos910, Kazakhstan,Cosmos 910,5/23/77 12:14,RVSN USSR,Retired,0,"2,650","2,850",0,39.65,3,10.7,1
Success,Cosmos-3M|Cosmos909, Russia,Cosmos 909,5/19/77 16:30,RVSN USSR,Retired,0,"1,486","1,500",0,32.42,2.44,5.72,1
Success,SoyuzU|Cosmos908, Kazakhstan,Cosmos 908,5/17/77 10:10,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,TitanIII(23)C|DSCS-II7&8, USA,DSCS-II 7&8,5/12/77 14:26,Martin Marietta,Retired,0,"13,642","13,100","3,000",42,3,NA,1
Success,SoyuzU|Cosmos907, Russia,Cosmos 907,5/5/77 14:00,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,Molniya-M/BlockML|Molniya-3n°68, Russia,Molniya-3 n°68,4/28/77 9:10,RVSN USSR,Retired,0,"4,391","6,200","2,400",42.8,2.58,8.28,1
Success,Cosmos-3M|Cosmos906, Russia,Cosmos 906,4/27/77 3:30,RVSN USSR,Retired,0,"1,486","1,500",0,32.42,2.44,5.72,1
Success,SoyuzU|Cosmos905, Russia,Cosmos 905,4/26/77 14:45,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Partial Failure,Delta2914|ESA-GEOS-1, USA,NA,4/20/77 10:15,US Air Force,Retired,0,NA,NA,724,NA,NA,NA,1
Success,SoyuzU|Cosmos904, Kazakhstan,Cosmos 904,4/20/77 9:00,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,Molniya-M/Block2BL|Cosmos903, Russia,Cosmos 903,4/11/77 1:38,RVSN USSR,Retired,0,"4,391","6,200","2,400",44.23,2.58,7.81,1
Success,SoyuzU|Cosmos902, Russia,Cosmos 902,4/7/77 8:59,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,Cosmos-2(63SM)|Cosmos901, Russia,Cosmos 901,4/5/77 10:30,RVSN USSR,Retired,0,636,400,0,29.59,1.65,2.99,1
Success,Vostok-2M|Meteorn°37, Russia,Meteor n°37,4/5/77 2:05,RVSN USSR,Retired,0,"4,570","5,100",0,38.76,2.58,7.14,1
Success,Cosmos-3M|Cosmos900, Russia,Cosmos 900,3/29/77 23:00,RVSN USSR,Retired,0,"1,486","1,500",0,32.42,2.44,5.72,1
Success,Cosmos-3M|Cosmos899, Russia,Cosmos 899,3/24/77 22:11,RVSN USSR,Retired,0,"1,486","1,500",0,32.42,2.44,5.72,1
Success,Molniya-M/BlockML|Molniya-1n°67, Russia,Molniya-1 n°67,3/24/77 11:51,RVSN USSR,Retired,0,"4,391","6,200","2,400",42.8,2.58,8.28,1
Success,SoyuzU|Cosmos898, Russia,Cosmos 898,3/17/77 8:30,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,TitanIII(24)B|OPS4915, USA,OPS 4915,3/13/77 18:41,US Air Force,Retired,0,"2,410","4,000",NA,50,3.05,NA,1
Success,Delta2914|Palapa-A2, USA,NA,3/10/77 23:16,US Air Force,Retired,0,NA,NA,724,NA,NA,NA,1
Success,SoyuzU|Cosmos897, Russia,Cosmos 897,3/10/77 11:00,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,SoyuzU|Cosmos896, Russia,Cosmos 896,3/3/77 10:30,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,Vostok-2M|Cosmos895, Russia,Cosmos 895,2/26/77 21:18,RVSN USSR,Retired,0,"4,570","5,100",0,38.76,2.58,7.14,1
Success,N-IStar-37E|Kiku2, Japan,Kiku 2,2/23/77 8:50,MHI,Retired,0,NA,"1,200",360,34,NA,NA,1
Failure,SoyuzU|Zenit-4MKn°381, Kazakhstan,Zenit-4MK n°381,2/22/77 9:19,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,Cosmos-3M|Cosmos894, Russia,Cosmos 894,2/21/77 17:20,RVSN USSR,Retired,0,"1,486","1,500",0,32.42,2.44,5.72,1
Success,Mu-IIIH|Tansei3, Japan,Tansei 3,2/19/77 5:15,ISAS,Retired,0,NA,270,NA,NA,NA,NA,1
Success,Cosmos-3M|Cosmos893, Russia,Cosmos 893,2/15/77 11:00,RVSN USSR,Retired,0,"1,486","1,500",0,32.42,2.44,5.72,1
Success,Molniya-M/BlockML|Molniya-2n°66, Russia,Molniya-2 n°66,2/11/77 14:57,RVSN USSR,Retired,0,"4,391","6,200","2,400",42.8,2.58,8.28,1
Success,SoyuzU|Cosmos892, Russia,Cosmos 892,2/9/77 11:30,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,SoyuzU|Soyuz24, Kazakhstan,Soyuz 24,2/7/77 16:11,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,TitanIII(23)C|DSP-7, USA,DSP-7,2/6/77 6:00,Martin Marietta,Retired,0,"13,642","13,100","3,000",42,3,NA,1
Success,Cosmos-3M|Cosmos891, Russia,Cosmos 891,2/2/77 12:30,RVSN USSR,Retired,0,"1,486","1,500",0,32.42,2.44,5.72,1
Success,Delta2914|NATO3B, USA,NA,1/28/77 0:50,US Air Force,Retired,0,NA,NA,724,NA,NA,NA,1
Success,Cosmos-3M|Cosmos890, Russia,Cosmos 890,1/20/77 20:05,RVSN USSR,Retired,0,"1,486","1,500",0,32.42,2.44,5.72,1
Success,SoyuzU|Cosmos889, Kazakhstan,Cosmos 889,1/20/77 8:30,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,Vostok-2M|Meteor-2n°2, Russia,Meteor-2 n°2,1/6/77 23:17,RVSN USSR,Retired,0,"4,570","5,100",0,38.76,2.58,7.14,1
Success,SoyuzU|Cosmos888, Kazakhstan,Cosmos 888,1/6/77 9:40,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,Cosmos-3M|Cosmos887, Russia,Cosmos 887,12/28/76 7:49,RVSN USSR,Retired,0,"1,486","1,500",0,32.42,2.44,5.72,1
Success,Molniya-M/BlockML|Molniya-3n°65, Russia,Molniya-3 n°65,12/28/76 6:38,RVSN USSR,Retired,0,"4,391","6,200","2,400",42.8,2.58,8.28,1
Success,Tsyklon-2|Cosmos886, Kazakhstan,Cosmos 886,12/27/76 12:05,RVSN USSR,Retired,0,"2,650","2,850",0,39.65,3,10.7,1
Success,TitanIIID|KH-11, USA,NA,12/19/76 18:19,Martin Marietta,Retired,0,"10,587","12,300",NA,36,NA,NA,1
Success,Cosmos-3M|Cosmos885, Russia,Cosmos 885,12/17/76 12:00,RVSN USSR,Retired,0,"1,486","1,500",0,32.42,2.44,5.72,1
Success,SoyuzU|Cosmos884, Kazakhstan,Cosmos 884,12/17/76 9:30,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,Cosmos-3M|Cosmos883, Russia,Cosmos 883,12/15/76 13:59,RVSN USSR,Retired,0,"1,486","1,500",0,32.42,2.44,5.72,1
Success,Proton-K|Cosmos881&882, Kazakhstan,Cosmos 881 & 882,12/15/76 1:30,RVSN USSR,Retired,0,"9,469","20,100",0,56.14,4.15,16.12,1
Success,Cosmos-3M|Cosmos880, Russia,Cosmos 880,12/9/76 20:00,RVSN USSR,Retired,0,"1,486","1,500",0,32.42,2.44,5.72,1
Success,SoyuzU|Cosmos879, Russia,Cosmos 879,12/9/76 10:00,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,Cosmos-3M|Cosmos871to878, Russia,Cosmos 871 to 878,12/7/76 10:23,RVSN USSR,Retired,0,"1,486","1,500",0,32.42,2.44,5.72,1
Success,LongMarch2|FSW-02, China,FSW-0 2,12/7/76 4:38,CASC,Retired,0,"2,785","1,800",0,35.93,3.35,4.34,1
Success,Molniya-M/BlockML|Molniya-2n°64, Russia,Molniya-2 n°64,12/2/76 2:44,RVSN USSR,Retired,0,"4,391","6,200","2,400",42.8,2.58,8.28,1
Success,Cosmos-3M|Cosmos870, Russia,Cosmos 870,12/2/76 0:17,RVSN USSR,Retired,0,"1,486","1,500",0,32.42,2.44,5.72,1
Success,SoyuzU|Cosmos869, Kazakhstan,Cosmos 869,11/29/76 16:04,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,Tsyklon-2|Cosmos868, Kazakhstan,Cosmos 868,11/26/76 14:30,RVSN USSR,Retired,0,"2,650","2,850",0,39.65,3,10.7,1
Success,Molniya-M/BlockSO-L|Prognozn°5, Kazakhstan,Prognoz n°5,11/25/76 3:59,RVSN USSR,Retired,0,"4,391","6,200","2,400",41.26,2.58,6.74,1
Success,SoyuzU|Cosmos867, Russia,Cosmos 867,11/23/76 16:27,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,SoyuzU|Cosmos866, Kazakhstan,Cosmos 866,11/11/76 10:45,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Failure,FengBao1|JSSW-6, China,JSSW-6,11/10/76 9:05,CASC,Retired,0,"2,785","2,500",0,33,3.35,5,1
Success,SoyuzU|Cosmos865, Russia,Cosmos 865,11/1/76 11:20,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,Cosmos-3M|Cosmos864, Russia,Cosmos 864,10/29/76 12:39,RVSN USSR,Retired,0,"1,486","1,500",0,32.42,2.44,5.72,1
Success,Proton-K/Block-DM|Ekran1, Kazakhstan,Ekran 1,10/26/76 14:50,RVSN USSR,Retired,0,"9,195","19,000","2,200",56.14,3.9,8.9,1
Success,SoyuzU|Cosmos863, Russia,Cosmos 863,10/25/76 14:30,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,Molniya-M/Block2BL|Cosmos862, Russia,Cosmos 862,10/22/76 9:11,RVSN USSR,Retired,0,"4,391","6,200","2,400",44.23,2.58,7.81,1
Success,Tsyklon-2|Cosmos861, Kazakhstan,Cosmos 861,10/21/76 16:53,RVSN USSR,Retired,0,"2,650","2,850",0,39.65,3,10.7,1
Success,Tsyklon-2|Cosmos860, Kazakhstan,Cosmos 860,10/17/76 18:06,RVSN USSR,Retired,0,"2,650","2,850",0,39.65,3,10.7,1
Success,Vostok-2M|Meteorn°36, Russia,Meteor n°36,10/15/76 22:59,RVSN USSR,Retired,0,"4,570","5,100",0,38.76,2.58,7.14,1
Success,Delta2914|Marisat-3, USA,NA,10/14/76 22:44,US Air Force,Retired,0,NA,NA,724,NA,NA,NA,1
Success,Soyuz|Soyuz23, Kazakhstan,Soyuz 23,10/14/76 17:39,RVSN USSR,Retired,0,"4,456","6,640",0,48.47,3,12.8,1
Success,SoyuzU|Cosmos859, Kazakhstan,Cosmos 859,10/10/76 9:35,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Failure,SoyuzU|Zenit-4MKTn°370, Russia,Zenit-4MKT n°370,10/4/76 11:00,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,Cosmos-3M|Cosmos858, Russia,Cosmos 858,9/29/76 7:04,RVSN USSR,Retired,0,"1,486","1,500",0,32.42,2.44,5.72,1
Success,SoyuzU|Cosmos857, Russia,Cosmos 857,9/24/76 15:00,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,SoyuzU|Cosmos856, Kazakhstan,Cosmos 856,9/22/76 9:30,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,SoyuzU|Cosmos855, Russia,Cosmos 855,9/21/76 11:40,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,TitanIII(24)B|OPS8533, USA,OPS 8533,9/15/76 18:50,US Air Force,Retired,0,"2,410","4,000",NA,50,3.05,NA,1
Success,SoyuzU|Soyuz22, Kazakhstan,Soyuz 22,9/15/76 9:48,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,Proton-K/Block-DM|Raduga2, Kazakhstan,Raduga 2,9/11/76 18:24,RVSN USSR,Retired,0,"9,195","19,000","2,200",56.14,3.9,8.9,1
Success,Thor-LV2FStar-ISS|DMSP-5D-F1, USA,NA,9/11/76 8:00,US Air Force,Retired,0,NA,NA,NA,NA,NA,NA,1
Success,SoyuzU|Cosmos854, Russia,Cosmos 854,9/3/76 9:20,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,ScoutD1|TIP3, USA,TIP 3,9/1/76 21:14,US Air Force,Retired,0,622,185,0,21,NA,NA,1
Partial Failure,Molniya-M/BlockML|Cosmos853, Russia,Cosmos 853,9/1/76 3:23,RVSN USSR,Retired,0,"4,391","6,200","2,400",42.8,2.58,8.28,1
Success,FengBao1|JSSW-5, China,JSSW-5,8/30/76 11:45,CASC,Retired,0,"2,785","2,500",0,33,3.35,5,1
Success,SoyuzU|Cosmos852, Kazakhstan,Cosmos 852,8/28/76 9:00,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,Vostok-2M|Cosmos851, Russia,Cosmos 851,8/27/76 14:34,RVSN USSR,Retired,0,"4,570","5,100",0,38.76,2.58,7.14,1
Success,Cosmos-2(63SM)|Cosmos850, Russia,Cosmos 850,8/26/76 10:59,RVSN USSR,Retired,0,636,400,0,29.59,1.65,2.99,1
Success,Cosmos-2(63SM)|Cosmos849, Russia,Cosmos 849,8/18/76 9:30,RVSN USSR,Retired,0,636,400,0,29.59,1.65,2.99,1
Success,SoyuzU|Cosmos848, Russia,Cosmos 848,8/12/76 13:30,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,Proton-K/BlockD|Luna24, Kazakhstan,Luna 24,8/9/76 15:04,RVSN USSR,Retired,0,"8,840","18,900","9,000",56.14,3.9,8.9,1
Success,TitanIII(34)BAgena-D|Quasar2, USA,Quasar 2,8/6/76 22:21,Martin Marietta,Retired,0,"2,300",NA,NA,45,3.05,NA,1
Success,SoyuzU|Cosmos847, Russia,Cosmos 847,8/4/76 13:40,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,Cosmos-3M|Cosmos846, Russia,Cosmos 846,7/29/76 20:02,RVSN USSR,Retired,0,"1,486","1,500",0,32.42,2.44,5.72,1
Success,Delta2310|NOAA-5, USA,NA,7/29/76 17:07,US Air Force,Retired,0,NA,NA,NA,NA,NA,NA,1
Success,Cosmos-3M|Intercosmos16, Russia,Intercosmos 16,7/27/76 12:00,RVSN USSR,Retired,0,"1,486","1,500",0,32.42,2.44,5.72,1
Success,Cosmos-3M|Cosmos845, Russia,Cosmos 845,7/27/76 5:21,RVSN USSR,Retired,0,"1,486","1,500",0,32.42,2.44,5.72,1
Success,Molniya-M/BlockML|Molniya-1n°62, Kazakhstan,Molniya-1 n°62,7/23/76 15:49,RVSN USSR,Retired,0,"4,391","6,200","2,400",42.8,2.58,8.28,1
Success,Atlas-SLV3DCentaur-D1AR|ComstarD2, USA,Comstar D2,7/22/76 22:04,General Dynamics,Retired,0,NA,NA,NA,NA,NA,NA,1
Success,SoyuzU|Cosmos844, Russia,Cosmos 844,7/22/76 15:40,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,Tsyklon-2|Cosmos843, Kazakhstan,Cosmos 843,7/21/76 15:14,RVSN USSR,Retired,0,"2,650","2,850",0,39.65,3,10.7,1
Success,Cosmos-3M|Cosmos842, Russia,Cosmos 842,7/21/76 10:20,RVSN USSR,Retired,0,"1,486","1,500",0,32.42,2.44,5.72,1
Success,Cosmos-3M|Cosmos841, Russia,Cosmos 841,7/15/76 13:11,RVSN USSR,Retired,0,"1,486","1,500",0,32.42,2.44,5.72,1
Success,SoyuzU|Cosmos840, Russia,Cosmos 840,7/14/76 9:00,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,Delta2914|Palapa-A1, USA,NA,7/8/76 23:31,US Air Force,Retired,0,NA,NA,724,NA,NA,NA,1
Success,Cosmos-3M|Cosmos839, Russia,Cosmos 839,7/8/76 21:08,RVSN USSR,Retired,0,"1,486","1,500",0,32.42,2.44,5.72,1
Success,"TitanIIID|KH9-12,S3&SSF-D-1", USA,"KH9-12, S3 & SSF-D-1",7/8/76 18:30,Martin Marietta,Retired,0,"10,587","12,300",NA,36,NA,NA,1
Success,Soyuz|Soyuz21, Kazakhstan,Soyuz 21,7/6/76 12:08,RVSN USSR,Retired,0,"4,456","6,640",0,48.47,3,12.8,1
Success,Tsyklon-2|Cosmos838, Kazakhstan,Cosmos 838,7/2/76 10:30,RVSN USSR,Retired,0,"2,650","2,850",0,39.65,3,10.7,1
Partial Failure,Molniya-M/BlockML|Cosmos837, Russia,Cosmos 837,7/1/76 8:05,RVSN USSR,Retired,0,"4,391","6,200","2,400",42.8,2.58,8.28,1
Success,Cosmos-3M|Cosmos836, Russia,Cosmos 836,6/29/76 8:12,RVSN USSR,Retired,0,"1,486","1,500",0,32.42,2.44,5.72,1
Success,Voskhod|Cosmos835, Kazakhstan,Cosmos 835,6/29/76 7:20,RVSN USSR,Retired,0,"4,616","6,001",0,44.63,2.58,7.14,1
Success,TitanIII(23)C|DSP-6, USA,DSP-6,6/26/76 3:00,Martin Marietta,Retired,0,"13,642","13,100","3,000",42,3,NA,1
Success,SoyuzU|Cosmos834, Russia,Cosmos 834,6/24/76 7:10,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,Proton-K|Salyut5, Kazakhstan,Salyut 5,6/22/76 18:04,RVSN USSR,Retired,0,"9,469","20,100",0,56.14,4.15,16.12,1
Success,Cosmos-3M|Intercosmos15, Russia,Intercosmos 15,6/19/76 16:00,RVSN USSR,Retired,0,"1,486","1,500",0,32.42,2.44,5.72,1
Success,Voskhod|Cosmos833, Russia,Cosmos 833,6/16/76 13:09,RVSN USSR,Retired,0,"4,616","6,001",0,44.63,2.58,7.14,1
Success,Cosmos-3M|Cosmos825to832, Russia,Cosmos 825 to 832,6/15/76 13:19,RVSN USSR,Retired,0,"1,486","1,500",0,32.42,2.44,5.72,1
Success,Delta2914|Marisat-2, USA,NA,6/10/76 0:09,US Air Force,Retired,0,NA,NA,724,NA,NA,NA,1
Success,Voskhod|Cosmos824, Kazakhstan,Cosmos 824,6/8/76 7:00,RVSN USSR,Retired,0,"4,616","6,001",0,44.63,2.58,7.14,1
Success,Cosmos-3M|Cosmos823, Russia,Cosmos 823,6/2/76 22:30,RVSN USSR,Retired,0,"1,486","1,500",0,32.42,2.44,5.72,1
Success,TitanIII(34)BAgena-D|Quasar1, USA,Quasar 1,6/2/76 20:56,Martin Marietta,Retired,0,"2,300",NA,NA,45,3.05,NA,1
Success,Cosmos-3M|Cosmos822, Russia,Cosmos 822,5/28/76 15:00,RVSN USSR,Retired,0,"1,486","1,500",0,32.42,2.44,5.72,1
Success,Voskhod|Cosmos821, Russia,Cosmos 821,5/26/76 9:00,RVSN USSR,Retired,0,"4,616","6,001",0,44.63,2.58,7.14,1
Success,ScoutB1|Wideband, USA,Wideband,5/22/76 7:42,US Air Force,Retired,0,622,129,0,21,NA,NA,1
Success,SoyuzU|Cosmos820, Russia,Cosmos 820,5/21/76 7:00,RVSN USSR,Retired,$20.00 ,"4,456","6,860",0,51.32,3,15.59,1
Success,Voskhod|Cosmos819, Kazakhstan,Cosmos 819,5/20/76 9:00,RVSN USSR,Retired,0,"4,616","6,001",0,44.63,2.58,7.14,1
Success,Cosmos-2(63SM)|Cosmos818, Russia,Cosmos 818,5/18/76 10:59,RVSN USSR,Retired,0,636,400,0,29.59,1.65,2.99,1
Success,Vostok-2M|Meteorn°35, Russia,Meteor n°35,5/15/76 13:30,RVSN USSR,Retired,0,"4,570","5,100",0,38.76,2.58,7.14,1
Success,Atlas-SLV3DCentaur-D1AR|ComstarD1, USA,Comstar D1,5/13/76 22:28,General Dynamics,Retired,0,NA,NA,NA,NA,NA,NA,1
